Game,Talent,Activation,Force?,Ranked?,ShortDesc,LongDesc
Force and Destiny,Natural Mystic,Active (Incidental),1,0,"Once per session, may reroll any 1 Force power check.","Once per session, the character may reroll any one Force power check."
Force and Destiny,Niman Technique,Passive,1,0,"When making a Lightsaber skill check, the character may use Willpower instead of Bravvn.","When making a Lightsaber skill check, the character may use Willpower instead of Brawn."
Force and Destiny,No Escape,Passive,1,0,May spend :adv: :adv: from a Coercion check or :thr: :thr: from a foe's Discipline check: that target cannot perform a free maneuver during his next turn.,
Force and Destiny,Now the Master,Active (Incidental),0,0,"Once per session, choose one talent of Force power that any character in the current encounter possesses. Gain that talent or Force power until the end of the encounter.",
Force and Destiny,Now You See Me,Active (Action),1,0,"Once per session, take Now You See Me action. Make a Hard (:pu: :pu: :pu:) Deception check to make a number of NPCs equal to Cunning within medium range forget about character.","Once per session, the character may take the Now You See Me action, making a Hard(:pu: :pu: :pu:) Deception check. If successful, a number of NPCs equal to his Cunning within medium range forget any interactions they had with the character during the last thirty minutes.

At the GM's discretion, multiple :thr: or :des: may give the NPCs in question unpleasant side effects, such as confusion, nightmares, or a persistent and maddening suspicion that they've forgotten something important."
Force and Destiny,Once a Learner,Active (Action),1,0,"As an action, suffer 4 strain and let one ally within short range increase the ally’s Force rating by an amount equal to the character’s Force rating until the end of the round.",
Force and Destiny,One with the Universe,Active (Action),1,0,"Once per session, meditate, then perform One with the Universe action: make Average (:pu: :pu:) Astrogation check. If successful, add :lsp: to all Force power checks in next encounter. If successful with :thr: add :dsp: instead.","Once per session, the character may spend several minutes meditating, then take the One with the Universe action, making an Average (:pu: :pu:) Astrogation check. If successful, during the next encounter he adds :lsp: to all Force power checks. However, if he succeeded with :thr:, he adds :dsp: to all Force power checks instead."
Force and Destiny,Overwhelming Aura,Action (Maneuver),1,1,Commit :wh:. Add :adv: to social checks equal to committed. Add :thr: equal to :wh: committed to enemy social checks in short range.,
Force and Destiny,Overwhelming Aura (Improved),Passive,1,0,Characters affected by Overwhelming Aura add automatic :fai: to fear checks the character cases and automatic :suc: to fear check not caused by the character,
Force and Destiny,Parry,Active (Out of Turn),0,1,"When hit by a melee attack, suffer 3 strain to reduce damage by 2 plus ranks in Parry.","When the character suffers a hit from a Brawl, Melee, or Lightsaber combat check, after damage is calculated (but before soak is applied, so immediately after step 3 of Perform a Combat Check, page 210), the character may take a Parry incidental. He suffers 3 strain and reduces the damage dealt by that hit by a number equal to 2 plus his ranks in Parry. This talent may only be used once per hit and when the character is wielding a Lightsaber or Melee weapon."
Force and Destiny,Parry (Improved),Active (Out of Turn),0,0,"When parrying a hit that generated :des: or :thr: :thr: :thr:, may hit attacker once with Lightsaber, Brawl, or Melee weapon (dealing base damage) after original attack resolves.","When the character suffers a hit from a Brawl, Melee, or Lightsaber combat check and uses the Parry incidental to reduce the damage from that hit, after the attack is resolved, the character may spend :des: or :thr: :thr: :thr: to automatically hit the attacker once with a wielded Brawl, Melee, or Lightsaber weapon. This hit deals the weapon's base damage plus any damage from applicable talents or abilities. This talent may not be used if the original attack incapacitates the character."
Force and Destiny,Parry (Supreme),Passive,1,0,"If the user did not make a combat check during his previous turn, may suffer 1 strain to use Parry.","If the user did not make a combat check during his previous turn, he suffers 1 strain when taking the Parry incidental, instead of 3."
Force and Destiny,Physician,Passive,0,1,"When making a Medicine check to help a character heal wounds, the target heals 1 additional strain per rank of Physician.",When this character makes a Medicine check to help a character heal wounds. the target heals one additional strain per rank of Physician.
Force and Destiny,Power of Darkness,Action (Maneuver),1,0,"Once per session, may perform the Power of Darkness maneuver. Increase wound threshold and strain threshold by 1 per Dark Side destiny point currently in the Destiny pool until the end of the encounter.",
Force and Destiny,Preemptive Avoidance,Active (Out of Turn),1,0,May spend 1 Destiny Point to disengage from engaged enemy as an out-of-turn incidental.,"Immediately after an opponent moves to engage the character, the character may spend one Destiny Point to disengage from that opponent as an out-of-turn incidental."
Force and Destiny,Prescient Shot,Passive,1,0,Add :bl: to all Ranged (Light) checks unless the target is immune to Force powers.,
Force and Destiny,Prey on the Weak,Passive,0,1,Add +1 damage to one hit of successful combat checks against disoriented targets per rank of Prey on the Weak.,The character deals + 1 damage to one hit on all successful combat checks against disoriented targets per rank of Prey on the Weak.
Force and Destiny,Prime Positions,Passive,0,1,"When this character or an ally in short range takes cover, he increases soak against ranged attacks by 1 per rank of Prime Positions until he leaves that cover.",
Force and Destiny,Prophetic Aim,Passive,1,0,While benefiting from an Aim maneuver. :des: from this character's Ranged (Heavy) and Ranged (Light) checks cannot cause attacks to hit allies engaged with the target.,
Force and Destiny,Quick Movement,Active (Incidental),1,0,Suffer 2 strain to perform the Quick Movement incidental; add :wh: no greater than Force rating to next check. May spend :ldsp: :ldsp: to perform one additional Move maneuver after action.,"Before making a non-Force power check during structured gameplay, the character may suffer 2 strain to add :wh: no greater than Force rating to the check. The character may spend :ldsp: :ldsp: generated during the check to perform one free Move maneuver after the check is finished. This Move maneuver may be in addition to any other maneuvers performed this turn and can allow the character to perform three maneuvers in a turn."
Force and Destiny,Reflect,Active (Out of Turn),1,1,"When hit by a ranged attack, suffer 3 strain to reduce damage by 2 plus ranks in Reflect.","When the character suffers a hit from a Ranged (Light), Ranged (Heavy). or Gunnery combat check, and after damage is calculated (but before soak is applied, so immediately after step 3 of Perform a Combat Check, page 210), he may take the Reflect incidental. He suffers 3 strain and reduces the damage dealt by that hit by a number equal to 2 plus his ranks in Reflect. This talent may only be used once per hit and when the character is wielding a Lightsaber weapon."
Force and Destiny,Reflect (Improved),Active (Out of Turn),1,0,"When reflecting a hit that generated :des: or :thr: :thr: :thr:, may hit one target in medium range with the same damage as the initial hit, after original attack resolves.","When the character suffers a hit from a Ranged (Light), Ranged (Heavy), or Gunnery combat check and uses the Reflect incidental to reduce the damage from that hit, after the attack is resolved, the character may spend :des: or :thr: :thr: :thr: to automatically hit one target within medium range, dealing the same damage as the hit from the initial ranged attack. 

The ranged attack's hit must be one that is able to be reflected and redirected (generally only blaster weapons or other energy attacks fall into this category; anything else is subject to GM oversight). This talent may not be used if the original attack incapacitates the character."
Force and Destiny,Reflect (Supreme),Passive,1,0,"If the user did not make a combat check during previous turn, may suffer 1 strain to use Reflect.","If the character did not make a combat check during his previous turn, he suffers 1 strain when taking the Reflect incidental, instead of 3."
Force and Destiny,Reinforce Item,Active (Maneuver),1,0,Take the Reinforce Item maneuver: commit :wh: :wh: to grant one weapon or piece of armor the Cortosis quality while :wh: :wh: remains commilted. Suffer 3 strain every round :wh: :wh: remains committed.,
Force and Destiny,Resist Disarm,Active (Out of Turn),0,0,Suffer 2 strain to avoid being disarmed or have weapon damaged or destroyed.,"If the character would be disarmed or his weapon would be damaged or destroyed, he may choose to suffer 2 strain to ignore the effect."
Force and Destiny,Saber Swarm,Active (Maneuver),1,0,Perform the Saber swarm maneuver; suffer I strain to make next Lightsaber (Agility) combat check this turn gain the Linked item quality equal to Force rating during check.,"The character may take the Saber Swarm maneuver, suffering 1 strain. His next Lightsaber (Agility) combat check this turn gains the Linked item quality, with ranks equal to Force rating."
Force and Destiny,Saber Throw,Active (Action),1,0,"Perform Saber Throw action, make Lightsaber combat check as ranged attack at target within medium range, adding :wh: no greater than Force rating. Must spcnd :ldsp: and succeed to hit target; spend :ldsp: to have weapon return to hand.","The character may take the Saber Throw action, making a Lightsaber combat check as a ranged attack at one target within medium range, adding :wh: no greater than his Force rating to the check. The character must spend :ldsp: and succeed on the check to hit his target; he may spend :ldsp: to have his weapon return to his hand after resolving the attack."
Force and Destiny,Sarlacc Sweep,Active (Action),1,0,Increase difficulty of Lightsaber check by 1 to perform Sarlacc Sweep action. May spend :adv: :adv: to hit additional engaged targets.,"The character may take the Sarlacc Sweep action, making a Lightsaber combat check with +1 difficulty against one engaged target. The character may spend :adv: :adv: generated by this combat check Lo hit one additional target he is engaged with. He may do This once per engaged target, paying :adv: :adv: for each additional hit.

When performing a Sarlacc Sweep action, the character must always target the opponent with the highest difficulty and highest defense (if two targets have the same difficulty and defense, the GM chooses which target is The initial target)."
Force and Destiny,Savvy Negotiator,Passive,0,1,Remove :bk: per rank of Savvy Negotiator from all Negotiation and Streetwise checks.,
Force and Destiny,Savvy Negotiator (Improved),Active (Action),0,0,Make a Hard (:pu: :pu: :pu:) Negotiation check to convince one bystander per rank of Savvy Negotiator to see on of an opponent’s points as maliciously unreasonable.,
Force and Destiny,Secret Lore,Passive,0,1,Remove :bk: per rank of Secret Lore from all Knowledge (Lore) checks. Reduce the difficulty of all Knowledge (Lore) checks by 1.,
Force and Destiny,Sense Advantage,Active (Out of Turn),1,0,"Once per session, may add :bk: :bk: to 1 NPC's skill check.","Once per game session, the character may add :bk: to the skill check of one NPC within extreme range."
Force and Destiny,Share Pain,Active (Out of Turn),1,0,"May perform the Share Pain incidental when bonded animal suffers wounds. Reduce wounds suffered to half, then character suffers wounds equal to number reduced.","When an animal bonded to the character by the Animal Empathy talent suffers wounds, the character may take the Share Pain incidental. He reduces the wounds· the animal suffered by half (rounded up]. then suffers a number of wounds equal to the number reduced."
Force and Destiny,Shien Technique,Passive,1,0,"When making a check using the Lightsaber skill, the character may use Cunning instead of Brawn.","When making a Lightsaber skill check, the character may use Cunning instead of Brawn."
Force and Destiny,Shroud,Active (Incidental),1,0,The character may spend 1 Destiny Point to make himself undetectable via Force powers and make his own powers go unnoticed for the remainder of the encounter.,"Once per session, the character may spend one Destiny Point to make himself undetectable via the Force (through abilities such as the Sense power) and to make his own Force powers unnoticeable for the remainder of the encounter. 

What this entails exactly is up to the player and the GM, and the GM may rule that some actions [such as lifting an X-wing with one's mind) are too obvious to be ignored. However, abilities such as manipulating control panels. lifting small objects, or using Force powers to affect someone physically or mentally go unnoticed, or the effects are attributed to something else."
Force and Destiny,Skilled Teacher,"Active (Incidental, Out of Turn)",0,1,"If an ally at short range has lower ranks in a skill than the character, the character may perform a Skilled Teacher incidental to suffer a number of strain no greater than ranks of Skilled Teacher, then add an equal number of :suc: to ally’s next check.",
Force and Destiny,Slippery Minded,Active (Action),1,0,"If under the effects of a Force power, perform the Slippery Minded action; make a Hard (:pu: :pu: :pu:) Deception check to immediately end effects of power.","On any turn in which the character is under the effects of a Force power, he n1ay perform the Slippery Minded action (this action may be specifically performed even if the Force power would normally bar him from performing actions). He makes a Hard (:pu: :pu: :pu:) Deception check. If l1e succeeds, he is no longer under the effects of the Force power."
Force and Destiny,Soresu Technique,Passive,1,0,"When making a check using the Lightsaber skill, the character may use lntellect instead of Brawn.","When making a Lightsaber skill check, the character may use Intellect instead of Brawn."
Force and Destiny,Strategic Form,Active (Action),1,0,"May take the Strategic Form action. making a Hard (:pu: :pu: :pu:) Lightsaber (Intellect) check, rolling :wh: no greater than Force rating. If successrul, 1 target within short range may only attack character for 1 round. Spend :ldsp: to extend effects for 1 target for 1 round.","While wielding a Lightsaber weapon, the character may take the Strategic Form action, making a Hard (:pu: :pu: :pu:) Lightsaber (Intellect) check and rolling :wh: no greater than Force rating as part of the check. For each :suc:, one target within short range of the character may only make combat checks if Those combat checks target the character until the end of the following round. The character may spend :ldsp: to cause Strategic Form to affect a target for one additional round. The effects of Strategic Form end if the character is incapacitated."
Force and Destiny,Sum Djem,Passive,1,0,May spend :tri: or :adv: :adv: with successful Lightsaber check to disarm opponent.,"When the character makes a successful Lightsaber combat check, he may spend :tri: or :adv: :adv: to disarm his opponent (with GM's approval). The disarmed weapon lands anywhere within short range
of the engagement (character's choice)."
Force and Destiny,Sunder (Improved),Passive,0,0,"Each :adv: spent to activate a weapon’s Sunder quality damages an item two steps, instead of one.",
Force and Destiny,Suppressing Fire,Passive,0,1,Character and allies in short range may spend :adv: on railed combat checks once per round to inflict 1 strain per rank of Suppressing Fire on the target.,
Force and Destiny,Terrify,Active (Action),1,0,Take the Terrify action; make a Hard (:pu: :pu: :pu:) Coercion check adding :wh: no greater than Force rating. Disorient one target within medium range per :suc:. Spend :adv: :adv: to extend duration and spend :ldsp: to immobilize affected target.,"The character may take a Terrify action, making a Hard (:pu: :pu: :pu:) Coercion check and rolling :wh: no greater than Force rating as part of the check. If successful, one target per :suc: within medium range of the character is disoriented until the end of the next round. The character may spend :adv: :adv: to increase the duration of disorientation for all affected targets by one round, and may spend :ldsp: to immobilize an affected target until the end of the next round. A character who has purchased this talent automatically gains 1 Conflict at the beginning of a game session."
Force and Destiny,Terrify (Improved),Passive,1,0,Reduce the difficulty of Terrify’s check to Average (:pu: :pu:) and may spend :tri: to stagger an affected target.,"The difficulty of the Terrify action decreases to Average (:pu: :pu:). In addition, the character may spend :tri: generated on the check to stagger an affected target until the end of the next round."
Force and Destiny,The Force is My Ally,Active (Incidental),1,0,"Once per session, may suffer 2 strain to perform Force power action as maneuver.","Once per session, the character may suffer 2 strain to perform a Force power action as a maneuver."
Force and Destiny,Transmogrify,Active (Incidental),1,0,"When making a Crafting check, may add :wh: no greater than Force rating. Spend :ldsp: to add :suc: and spend :ldsp: :ldsp: to add :adv: to check.",
Force and Destiny,Unity Assault,Active (Maneuver),1,0,If a missed combat check generates :tri: or :adv: :adv: :adv: may spend to perform Force power targeting allies as a maneuver.,"Whenever the character misses an opponent with a combat check and generates :tri: or :adv: :adv: :adv:, the character may spend this to perform a Force power action that targets one or more allies as a maneuver (he must still be able to perform maneuvers. and may not perform more than two maneuvers in a turn)."
Force and Destiny,Valuable Facts,Active (Action),0,0,"Once per encounter, perform a Valuable Facts action: make an Average (:pu: :pu: ) Knowledge check. If suuccessful, add :tri: to one ally's skill check during the encounter.","Once per encounter, the character may take a Valuable Facts action, making an Average(:pu: :pu:) Knowledge check (the GM and player should determine which Knowledge skill is most applicable in the given situation). If successful, the character may add :tri: to any one check made by an allied character during the encounter. 

The subsequent check should relate in some way to the facts the character learned, or the player should come up with an explanation for why the information the character learned is instrumental in the success of the ally's check."
Force and Destiny,Wise Warrior,Active (Incidental),0,0,"When making a combat check, may perform the Wise Warrior incidental: spend 1 Destiny Point and use any characteristic for the check.",
Force and Destiny,Wise Warrior (Improved),Active (Incidental),0,0,"When performing the Wise Warrior incidental, one ally at short range may use the same characteristic for the next combat check the ally makes before the end of the character’s next turn.",
